DATE_TIME,HIGH,LOW,OPEN,CLOSE
2018.01.02 00:00:00,1.72923,1.72765,1.72855,1.72903
2018.01.02 00:15:00,1.7307,1.72854,1.72885,1.72867
2018.01.02 00:30:00,1.73154,1.72824,1.72877,1.72914
2018.01.02 00:45:00,1.73111,1.72752,1.72903,1.72925
2018.01.02 01:00:00,1.73148,1.72817,1.72837,1.73053
2018.01.02 01:15:00,1.73286,1.73079,1.73135,1.73268
2018.01.02 01:30:00,1.73338,1.73181,1.73267,1.7331
2018.01.02 01:45:00,1.73337,1.73172,1.73337,1.73201
2018.01.02 02:00:00,1.73185,1.73126,1.7317,1.73178
2018.01.02 02:15:00,1.73195,1.73088,1.73172,1.73139
2018.01.02 02:30:00,1.7318,1.73035,1.73148,1.73044
2018.01.02 02:45:00,1.73045,1.72919,1.73045,1.72931
2018.01.02 03:00:00,1.72996,1.72917,1.72935,1.72934
2018.01.02 03:15:00,1.72979,1.72889,1.72933,1.72903
2018.01.02 03:30:00,1.72908,1.72747,1.72882,1.72792
2018.01.02 03:45:00,1.72832,1.72674,1.72674,1.72799
2018.01.02 04:00:00,1.72829,1.72698,1.72826,1.72709
2018.01.02 04:15:00,1.72781,1.72705,1.72711,1.72734
2018.01.02 04:30:00,1.72813,1.72751,1.72751,1.72782
2018.01.02 04:45:00,1.7278,1.72704,1.72779,1.72739
2018.01.02 05:00:00,1.7278,1.72653,1.7274,1.72681
2018.01.02 05:15:00,1.7268,1.72574,1.72667,1.72667
2018.01.02 05:30:00,1.72666,1.7261,1.72657,1.72633
2018.01.02 05:45:00,1.72654,1.7253,1.72653,1.72533
2018.01.02 06:00:00,1.72567,1.7253,1.72534,1.72561
2018.01.02 06:15:00,1.72602,1.72532,1.72546,1.72567
2018.01.02 06:30:00,1.72573,1.72516,1.72566,1.72519
2018.01.02 06:45:00,1.7251,1.72438,1.72507,1.72454
2018.01.02 07:00:00,1.72454,1.72357,1.72452,1.72372
2018.01.02 07:15:00,1.72379,1.72308,1.72374,1.72371
2018.01.02 07:30:00,1.72447,1.72373,1.72374,1.72426
2018.01.02 07:45:00,1.72487,1.72379,1.72402,1.72475
