DATE_TIME,HIGH,LOW,OPEN,CLOSE
2018.01.02 00:00:00,1.69279,1.69062,1.69062,1.69279
2018.01.02 00:15:00,1.69358,1.69287,1.69355,1.69311
2018.01.02 00:30:00,1.69418,1.69282,1.69293,1.69291
2018.01.02 00:45:00,1.69638,1.69291,1.69419,1.69638
2018.01.02 01:00:00,1.69699,1.69555,1.69559,1.69657
2018.01.02 01:15:00,1.69739,1.69663,1.69702,1.69713
2018.01.02 01:30:00,1.69718,1.69587,1.69712,1.69614
2018.01.02 01:45:00,1.69654,1.69597,1.69649,1.69597
2018.01.02 02:00:00,1.69632,1.69586,1.69586,1.69591
2018.01.02 02:15:00,1.69617,1.69547,1.69601,1.69575
2018.01.02 02:30:00,1.69623,1.69548,1.69586,1.69559
2018.01.02 02:45:00,1.6956,1.69481,1.6956,1.69498
2018.01.02 03:00:00,1.69591,1.69493,1.69493,1.69589
2018.01.02 03:15:00,1.69589,1.69551,1.69589,1.69563
2018.01.02 03:30:00,1.69544,1.69445,1.69544,1.69492
2018.01.02 03:45:00,1.69493,1.69446,1.69477,1.69468
2018.01.02 04:00:00,1.69496,1.69452,1.6948,1.69454
2018.01.02 04:15:00,1.69502,1.69443,1.69457,1.69496
2018.01.02 04:30:00,1.69536,1.69495,1.69498,1.69529
2018.01.02 04:45:00,1.69531,1.69494,1.69527,1.69499
2018.01.02 05:00:00,1.69539,1.69488,1.69499,1.69499
2018.01.02 05:15:00,1.6952,1.69457,1.69508,1.6948
2018.01.02 05:30:00,1.69471,1.69432,1.69466,1.69461
2018.01.02 05:45:00,1.69463,1.69417,1.69461,1.69417
2018.01.02 06:00:00,1.69414,1.69377,1.69414,1.69406
2018.01.02 06:15:00,1.6945,1.69389,1.69406,1.6944
2018.01.02 06:30:00,1.69445,1.69388,1.69439,1.69394
2018.01.02 06:45:00,1.69389,1.69367,1.69389,1.69371
2018.01.02 07:00:00,1.69369,1.69338,1.69361,1.69361
2018.01.02 07:15:00,1.69371,1.69319,1.69363,1.69342
2018.01.02 07:30:00,1.69398,1.69345,1.69347,1.6937
2018.01.02 07:45:00,1.6945,1.6936,1.69362,1.6945
2018.01.02 08:00:00,1.69492,1.69402,1.69408,1.69457
2018.01.02 08:15:00,1.69492,1.69449,1.69459,1.69466
2018.01.02 08:30:00,1.69468,1.6941,1.69467,1.69458
2018.01.02 08:45:00,1.69458,1.69359,1.69458,1.69375
2018.01.02 09:00:00,1.6952,1.69366,1.69374,1.69412
2018.01.02 09:15:00,1.69506,1.69395,1.69413,1.69431
2018.01.02 09:30:00,1.69473,1.69374,1.69432,1.69467
2018.01.02 09:45:00,1.6956,1.69467,1.69467,1.69515
2018.01.02 10:00:00,1.69696,1.69501,1.69515,1.69669
2018.01.02 10:15:00,1.69763,1.6964,1.69665,1.6972
2018.01.02 10:30:00,1.69815,1.69674,1.69719,1.6971
2018.01.02 10:45:00,1.69775,1.69656,1.6971,1.69761
2018.01.02 11:00:00,1.69811,1.69725,1.6976,1.69761
2018.01.02 11:15:00,1.69806,1.69674,1.69761,1.69674
2018.01.02 11:30:00,1.6984,1.69586,1.6959,1.69823
2018.01.02 11:45:00,1.69911,1.69677,1.69823,1.69761
2018.01.02 12:00:00,1.69862,1.6962,1.69759,1.6985
2018.01.02 12:15:00,1.69905,1.6978,1.6985,1.69809
2018.01.02 12:30:00,1.69885,1.69746,1.6981,1.69792
2018.01.02 12:45:00,1.69981,1.6972,1.6979,1.6996
2018.01.02 13:00:00,1.70034,1.69937,1.69961,1.69951
2018.01.02 13:15:00,1.70023,1.6989,1.6995,1.69916
2018.01.02 13:30:00,1.69935,1.69784,1.69915,1.6985
2018.01.02 13:45:00,1.70043,1.69839,1.69849,1.70029
2018.01.02 14:00:00,1.70086,1.6997,1.70029,1.70039
2018.01.02 14:15:00,1.70096,1.6987,1.70037,1.69979
2018.01.02 14:30:00,1.70049,1.69954,1.69978,1.69992
2018.01.02 14:45:00,1.70079,1.69974,1.69992,1.70062
2018.01.02 15:00:00,1.70129,1.6999,1.70063,1.70089
2018.01.02 15:15:00,1.7009,1.69891,1.70088,1.69974
2018.01.02 15:30:00,1.70043,1.69914,1.69974,1.69968
