DATE_TIME,HIGH,LOW,OPEN,CLOSE
2018.01.02 09:00:00,1.25288,1.25204,1.25272,1.25217
2018.01.02 09:15:00,1.253,1.25204,1.25217,1.25257
2018.01.02 09:30:00,1.25306,1.25207,1.25257,1.25295
2018.01.02 09:45:00,1.25319,1.25249,1.25296,1.25256
2018.01.02 10:00:00,1.25347,1.2524,1.25256,1.25338
2018.01.02 10:15:00,1.25353,1.25283,1.25337,1.25304
2018.01.02 10:30:00,1.25306,1.25202,1.25304,1.25223
2018.01.02 10:45:00,1.25269,1.2521,1.25225,1.2526
2018.01.02 11:00:00,1.25268,1.25199,1.2526,1.25211
2018.01.02 11:15:00,1.25253,1.25203,1.25211,1.25218
2018.01.02 11:30:00,1.25268,1.25205,1.25218,1.2525
2018.01.02 11:45:00,1.25313,1.25234,1.2525,1.25303
2018.01.02 12:00:00,1.25401,1.25274,1.25303,1.25395
2018.01.02 12:15:00,1.25415,1.25349,1.25397,1.25373
2018.01.02 12:30:00,1.25378,1.2531,1.25373,1.25331
2018.01.02 12:45:00,1.2538,1.25285,1.25331,1.25374
2018.01.02 13:00:00,1.25409,1.25363,1.25376,1.25389
2018.01.02 13:15:00,1.25489,1.25379,1.25389,1.25487
2018.01.02 13:30:00,1.25487,1.25392,1.25487,1.254
2018.01.02 13:45:00,1.25496,1.25363,1.254,1.25487
2018.01.02 14:00:00,1.25498,1.25384,1.25487,1.25423
2018.01.02 14:15:00,1.25441,1.25309,1.25423,1.25364
2018.01.02 14:30:00,1.25385,1.25301,1.25364,1.25362
2018.01.02 14:45:00,1.25407,1.25343,1.25362,1.25404
2018.01.02 15:00:00,1.25465,1.25375,1.25404,1.25422
2018.01.02 15:15:00,1.25422,1.25339,1.2542,1.25379
2018.01.02 15:30:00,1.25409,1.25313,1.2538,1.25335
2018.01.02 15:45:00,1.25381,1.25307,1.25335,1.25334
2018.01.02 16:00:00,1.25389,1.25309,1.25334,1.25374
2018.01.02 16:15:00,1.25442,1.25352,1.25373,1.25398
2018.01.02 16:30:00,1.25404,1.2526,1.25398,1.25261
2018.01.02 16:45:00,1.25421,1.25237,1.25261,1.25403
2018.01.02 17:00:00,1.25415,1.25271,1.25403,1.25362
2018.01.02 17:15:00,1.25383,1.25239,1.25362,1.25319
2018.01.02 17:30:00,1.25394,1.253,1.25319,1.25374
2018.01.02 17:45:00,1.25395,1.25026,1.25374,1.25028
2018.01.02 18:00:00,1.25106,1.25,1.25028,1.25028
2018.01.02 18:15:00,1.25105,1.25001,1.25028,1.25092
2018.01.02 18:30:00,1.25123,1.2506,1.25092,1.25096
2018.01.02 18:45:00,1.25103,1.24998,1.25096,1.25081
2018.01.02 19:00:00,1.25084,1.25018,1.2508,1.25055
2018.01.02 19:15:00,1.25064,1.25026,1.25055,1.25031
2018.01.02 19:30:00,1.25072,1.25,1.25031,1.25002
2018.01.02 19:45:00,1.25108,1.25,1.25002,1.25076
2018.01.02 20:00:00,1.25096,1.25063,1.25074,1.25091
2018.01.02 20:15:00,1.25096,1.25072,1.25091,1.25074
2018.01.02 20:30:00,1.25093,1.2506,1.25074,1.25061
2018.01.02 20:45:00,1.25098,1.25056,1.25061,1.25068
2018.01.02 21:00:00,1.25093,1.25064,1.25068,1.2507
2018.01.02 21:15:00,1.25091,1.25059,1.2507,1.25062
2018.01.02 21:30:00,1.25091,1.25046,1.25062,1.25086
2018.01.02 21:45:00,1.25088,1.25049,1.25086,1.25082
2018.01.02 22:00:00,1.2511,1.25067,1.25082,1.25089
2018.01.02 22:15:00,1.25109,1.25083,1.25089,1.2509
2018.01.02 22:30:00,1.25103,1.25057,1.2509,1.25059
2018.01.02 22:45:00,1.25086,1.2505,1.25059,1.25059
2018.01.02 23:00:00,1.25084,1.25058,1.25059,1.25082
2018.01.02 23:15:00,1.25088,1.25063,1.25082,1.25076
2018.01.02 23:30:00,1.2513,1.2506,1.25076,1.25119
2018.01.02 23:45:00,1.25135,1.25101,1.25119,1.25115
2018.01.03 00:00:00,1.25174,1.25085,1.25112,1.25147
2018.01.03 00:15:00,1.2517,1.25138,1.25147,1.25155
2018.01.03 00:30:00,1.25192,1.25134,1.25156,1.2516
2018.01.03 00:45:00,1.25176,1.25139,1.2516,1.25146
2018.01.03 01:00:00,1.25168,1.25096,1.25139,1.2511
2018.01.03 01:15:00,1.25113,1.25068,1.2511,1.25082
2018.01.03 01:30:00,1.25085,1.25011,1.25082,1.25037
2018.01.03 01:45:00,1.25071,1.25035,1.25039,1.25071
2018.01.03 02:00:00,1.25071,1.25002,1.25071,1.25019
2018.01.03 02:15:00,1.25111,1.2502,1.25021,1.25099
2018.01.03 02:30:00,1.25141,1.25087,1.25098,1.25126
2018.01.03 02:45:00,1.2516,1.25105,1.25127,1.25129
