,Pair,RV,AR,TP,SL,Total Pips,Win Trade,Lose Trade,Win Rate,R/R,Score,ATTR
3798,AUDUSD,1,0.0002,62,18,-214,16,67,0.19,3.444444444,0,-2.8
3799,AUDUSD,1,0.0002,62,19,-202,9,40,0.18,3.263157895,0,-4.42
3800,AUDUSD,1,0.0002,62,20,-206,37,125,0.23,3.1,0,-1.14
3801,AUDUSD,1,0.0002,62,21,-206,17,60,0.22,2.952380952,0,-2.74
3802,AUDUSD,1,0.0002,62,22,-220,11,41,0.21,2.818181818,0,-4.36
3803,AUDUSD,1,0.0002,62,23,-217,8,31,0.21,2.695652174,0,-5.15
3804,AUDUSD,1,0.0002,62,24,-214,7,27,0.21,2.583333333,0,-5.94
3805,AUDUSD,1,0.0002,62,25,-221,17,51,0.25,2.48,0,-3.25
3806,AUDUSD,1,0.0002,62,26,-204,16,46,0.26,2.384615385,0,-3.12
3807,AUDUSD,1,0.0002,62,27,-212,14,40,0.26,2.296296296,0,-3.86
3808,AUDUSD,1,0.0002,62,28,-224,14,39,0.26,2.214285714,0,-4.6
3809,AUDUSD,1,0.0002,62,29,223,63,127,0.33,2.137931034,157.3303448,1.03
3810,AUDUSD,1,0.0002,62,30,-208,16,40,0.29,2.066666667,0,-3.32
3811,AUDUSD,1,0.0002,62,31,-93,62,127,0.33,2,-61.38,-0.31
3812,AUDUSD,1,0.0002,62,32,-90,61,121,0.34,1.9375,-59.2875,-0.04
3813,AUDUSD,1,0.0002,62,33,-210,3,12,0.2,1.878787879,0,-14
3814,AUDUSD,1,0.0002,62,34,-222,3,12,0.2,1.823529412,0,-14.8
3815,AUDUSD,1,0.0002,62,35,-234,3,12,0.2,1.771428571,0,-15.6
3816,AUDUSD,1,0.0002,62,36,-224,8,20,0.29,1.722222222,0,-7.58
3817,AUDUSD,1,0.0002,62,37,-207,8,19,0.3,1.675675676,0,-7.3
3818,AUDUSD,1,0.0002,62,38,-208,4,12,0.25,1.631578947,0,-13
3819,AUDUSD,1,0.0002,62,39,-220,4,12,0.25,1.58974359,0,-13.75
3820,AUDUSD,1,0.0002,62,40,-206,7,16,0.3,1.55,0,-9.4
3821,AUDUSD,1,0.0002,62,41,213,57,81,0.41,1.512195122,132.06,1.23
3822,AUDUSD,1,0.0002,62,42,-224,14,26,0.35,1.476190476,0,-5.6
3823,AUDUSD,1,0.0002,62,43,94,57,80,0.42,1.441860465,56.92465116,1.1
3824,AUDUSD,1,0.0002,62,44,-226,7,15,0.32,1.409090909,0,-10.08
3825,AUDUSD,1,0.0002,62,45,108,54,72,0.43,1.377777778,63.984,1.01
3826,AUDUSD,1,0.0002,62,46,-226,29,44,0.4,1.347826087,0,-2.8
3827,AUDUSD,1,0.0002,62,47,-206,27,40,0.4,1.319148936,0,-3.4
3828,AUDUSD,1,0.0002,62,48,-74,53,70,0.43,1.291666667,-41.10083333,-0.7
3829,AUDUSD,1,0.0002,62,49,-217,21,31,0.4,1.265306122,0,-4.6
3830,AUDUSD,1,0.0002,62,50,-248,21,31,0.4,1.24,0,-5.2
3831,AUDUSD,1,0.0002,62,51,-239,20,29,0.41,1.215686275,0,-4.67
3832,AUDUSD,1,0.0002,62,52,260,52,57,0.48,1.192307692,148.8,2.72
3833,AUDUSD,1,0.0002,62,53,141,51,57,0.47,1.169811321,77.52339623,1.05
3834,AUDUSD,1,0.0002,62,54,92,52,58,0.47,1.148148148,49.64592593,0.52
3835,AUDUSD,1,0.0002,62,55,-254,3,8,0.27,1.127272727,0,-23.41
3836,AUDUSD,1,0.0002,62,56,-212,2,6,0.25,1.107142857,0,-26.5
3837,AUDUSD,1,0.0002,62,57,-218,2,6,0.25,1.087719298,0,-27.25
3838,AUDUSD,1,0.0002,62,58,-224,2,6,0.25,1.068965517,0,-28
3839,AUDUSD,1,0.0002,62,59,-230,2,6,0.25,1.050847458,0,-28.75
3840,AUDUSD,1,0.0002,62,60,-236,2,6,0.25,1.033333333,0,-29.5
3841,AUDUSD,1,0.0002,62,61,-242,2,6,0.25,1.016393443,0,-30.25
3842,AUDUSD,1,0.0002,62,62,-248,2,6,0.25,1,0,-31
3843,AUDUSD,1,0.0002,63,11,-211,8,65,0.11,5.727272727,0,-2.86
3844,AUDUSD,1,0.0002,63,12,-204,8,59,0.12,5.25,0,-3
3845,AUDUSD,1,0.0002,63,13,-205,5,40,0.11,4.846153846,0,-4.64
3846,AUDUSD,1,0.0002,63,14,-203,13,73,0.15,4.5,0,-2.45
3847,AUDUSD,1,0.0002,63,15,-213,9,52,0.15,4.2,0,-3.3
3848,AUDUSD,1,0.0002,63,16,-210,34,147,0.19,3.9375,0,-0.99
3849,AUDUSD,1,0.0002,63,17,-215,60,235,0.2,3.705882353,0,-1
3850,AUDUSD,1,0.0002,63,18,-216,62,229,0.21,3.5,0,-0.99
3851,AUDUSD,1,0.0002,63,19,-202,17,67,0.2,3.315789474,0,-2.6
3852,AUDUSD,1,0.0002,63,20,52,64,199,0.24,3.15,39.312,-0.08
3853,AUDUSD,1,0.0002,63,21,-210,60,190,0.24,3,0,-0.84
3854,AUDUSD,1,0.0002,63,22,-209,11,41,0.21,2.863636364,0,-4.15
3855,AUDUSD,1,0.0002,63,23,-209,8,31,0.21,2.739130435,0,-4.94
3856,AUDUSD,1,0.0002,63,24,177,63,158,0.29,2.625,134.74125,1.23
3857,AUDUSD,1,0.0002,63,25,-216,43,117,0.27,2.52,0,-1.24
3858,AUDUSD,1,0.0002,63,26,-203,17,49,0.26,2.423076923,0,-2.86
3859,AUDUSD,1,0.0002,63,27,234,59,129,0.31,2.333333333,169.26,0.9
3860,AUDUSD,1,0.0002,63,28,-203,15,41,0.27,2.25,0,-3.43
3861,AUDUSD,1,0.0002,63,29,160,61,127,0.32,2.172413793,111.2275862,0.44
3862,AUDUSD,1,0.0002,63,30,-219,37,85,0.3,2.1,0,-2.1
3863,AUDUSD,1,0.0002,63,31,311,63,118,0.35,2.032258065,221.2112903,1.9
3864,AUDUSD,1,0.0002,63,32,2,62,122,0.34,1.96875,1.33875,0.3
3865,AUDUSD,1,0.0002,63,33,-207,3,12,0.2,1.909090909,0,-13.8
3866,AUDUSD,1,0.0002,63,34,-219,3,12,0.2,1.852941176,0,-14.6
3867,AUDUSD,1,0.0002,63,35,-231,3,12,0.2,1.8,0,-15.4
3868,AUDUSD,1,0.0002,63,36,-216,8,20,0.29,1.75,0,-7.29
3869,AUDUSD,1,0.0002,63,37,-236,8,20,0.29,1.702702703,0,-8
3870,AUDUSD,1,0.0002,63,38,-204,4,12,0.25,1.657894737,0,-12.75
3871,AUDUSD,1,0.0002,63,39,-216,4,12,0.25,1.615384615,0,-13.5
3872,AUDUSD,1,0.0002,63,40,-239,7,17,0.29,1.575,0,-10.13
3873,AUDUSD,1,0.0002,63,41,831,62,75,0.45,1.536585366,574.6060976,5.8
3874,AUDUSD,1,0.0002,63,42,735,61,74,0.45,1.5,496.125,5.25
3875,AUDUSD,1,0.0002,63,43,916,63,71,0.47,1.465116279,630.7618605,6.82
3876,AUDUSD,1,0.0002,63,44,618,58,69,0.46,1.431818182,407.0372727,5.22
3877,AUDUSD,1,0.0002,63,45,576,57,67,0.46,1.4,370.944,4.68
3878,AUDUSD,1,0.0002,63,46,-207,23,36,0.39,1.369565217,0,-3.49
3879,AUDUSD,1,0.0002,63,47,-228,21,33,0.39,1.340425532,0,-4.1
3880,AUDUSD,1,0.0002,63,48,249,55,67,0.45,1.3125,147.065625,1.95
3881,AUDUSD,1,0.0002,63,49,-49,49,64,0.43,1.285714286,-27.09,-0.84
3882,AUDUSD,1,0.0002,63,50,326,52,59,0.47,1.26,193.0572,3.11
3883,AUDUSD,1,0.0002,63,51,432,53,57,0.48,1.235294118,256.1505882,3.72
3884,AUDUSD,1,0.0002,63,52,479,53,55,0.49,1.211538462,284.3601923,4.35
3885,AUDUSD,1,0.0002,63,53,298,51,55,0.48,1.188679245,170.0286792,2.68
3886,AUDUSD,1,0.0002,63,54,306,52,55,0.49,1.166666667,174.93,3.33
3887,AUDUSD,1,0.0002,63,55,-251,3,8,0.27,1.145454545,0,-23.14
3888,AUDUSD,1,0.0002,63,56,-210,2,6,0.25,1.125,0,-26.25
3889,AUDUSD,1,0.0002,63,57,-216,2,6,0.25,1.105263158,0,-27
3890,AUDUSD,1,0.0002,63,58,-222,2,6,0.25,1.086206897,0,-27.75
3891,AUDUSD,1,0.0002,63,59,-228,2,6,0.25,1.06779661,0,-28.5
3892,AUDUSD,1,0.0002,63,60,-234,2,6,0.25,1.05,0,-29.25
3893,AUDUSD,1,0.0002,63,61,-240,2,6,0.25,1.032786885,0,-30
3894,AUDUSD,1,0.0002,63,62,-246,2,6,0.25,1.016129032,0,-30.75
3895,AUDUSD,1,0.0002,63,63,-252,2,6,0.25,1,0,-31.5
3896,AUDUSD,1,0.0002,64,11,-203,8,65,0.11,5.818181818,0,-2.75
3897,AUDUSD,1,0.0002,64,12,-212,16,103,0.13,5.333333333,0,-2.12
3898,AUDUSD,1,0.0002,64,13,-207,12,75,0.14,4.923076923,0,-2.22
3899,AUDUSD,1,0.0002,64,14,-210,14,79,0.15,4.571428571,0,-2.3
3900,AUDUSD,1,0.0002,64,15,-204,9,52,0.15,4.266666667,0,-3.15
3901,AUDUSD,1,0.0002,64,16,-208,17,81,0.17,4,0,-2.4
3902,AUDUSD,1,0.0002,64,17,-202,59,234,0.2,3.764705882,0,-0.8
3903,AUDUSD,1,0.0002,64,18,-208,62,232,0.21,3.555555556,0,-0.78
3904,AUDUSD,1,0.0002,64,19,-204,17,68,0.2,3.368421053,0,-2.4
3905,AUDUSD,1,0.0002,64,20,-212,27,97,0.22,3.2,0,-1.52
3906,AUDUSD,1,0.0002,64,21,-205,26,89,0.23,3.047619048,0,-1.45
3907,AUDUSD,1,0.0002,64,22,-218,10,39,0.2,2.909090909,0,-4.8
3908,AUDUSD,1,0.0002,64,23,-201,8,31,0.21,2.782608696,0,-4.73
3909,AUDUSD,1,0.0002,64,24,208,64,162,0.28,2.666666667,155.3066667,0.64
3910,AUDUSD,1,0.0002,64,25,-207,37,103,0.26,2.56,0,-1.86
3911,AUDUSD,1,0.0002,64,26,-100,61,154,0.28,2.461538462,-68.92307692,-0.8
3912,AUDUSD,1,0.0002,64,27,357,60,129,0.32,2.37037037,270.7911111,2.12
3913,AUDUSD,1,0.0002,64,28,-208,16,44,0.27,2.285714286,0,-3.16
3914,AUDUSD,1,0.0002,64,29,163,61,129,0.32,2.206896552,115.1117241,0.76
3915,AUDUSD,1,0.0002,64,30,-206,16,41,0.28,2.133333333,0,-3.68
3916,AUDUSD,1,0.0002,64,31,281,63,121,0.34,2.064516129,197.243871,1.3
3917,AUDUSD,1,0.0002,64,32,-224,47,101,0.32,2,0,-1.28
3918,AUDUSD,1,0.0002,64,33,-204,3,12,0.2,1.939393939,0,-13.6
3919,AUDUSD,1,0.0002,64,34,-216,3,12,0.2,1.882352941,0,-14.4
3920,AUDUSD,1,0.0002,64,35,-228,3,12,0.2,1.828571429,0,-15.2
3921,AUDUSD,1,0.0002,64,36,-208,8,20,0.29,1.777777778,0,-7
3922,AUDUSD,1,0.0002,64,37,-228,8,20,0.29,1.72972973,0,-7.71
3923,AUDUSD,1,0.0002,64,38,-224,6,16,0.27,1.684210526,0,-10.46
3924,AUDUSD,1,0.0002,64,39,-212,4,12,0.25,1.641025641,0,-13.25
3925,AUDUSD,1,0.0002,64,40,-232,7,17,0.29,1.6,0,-9.84
3926,AUDUSD,1,0.0002,64,41,788,61,76,0.45,1.56097561,553.5219512,6.25
3927,AUDUSD,1,0.0002,64,42,880,61,72,0.46,1.523809524,616.8380952,6.76
3928,AUDUSD,1,0.0002,64,43,1065,63,69,0.48,1.488372093,760.855814,8.36
3929,AUDUSD,1,0.0002,64,44,808,58,66,0.47,1.454545455,552.3781818,6.76
3930,AUDUSD,1,0.0002,64,45,640,55,64,0.46,1.422222222,418.7022222,5.14
3931,AUDUSD,1,0.0002,64,46,356,53,66,0.45,1.391304348,222.8869565,3.5
3932,AUDUSD,1,0.0002,64,47,-212,29,44,0.4,1.361702128,0,-2.6
3933,AUDUSD,1,0.0002,64,48,928,58,58,0.5,1.333333333,618.6666667,8
3934,AUDUSD,1,0.0002,64,49,501,53,59,0.47,1.306122449,307.5526531,4.11
3935,AUDUSD,1,0.0002,64,50,328,52,60,0.46,1.28,193.1264,2.44
3936,AUDUSD,1,0.0002,64,51,485,53,57,0.48,1.254901961,292.1411765,4.2
3937,AUDUSD,1,0.0002,64,52,880,56,52,0.52,1.230769231,563.2,8.32
3938,AUDUSD,1,0.0002,64,53,594,54,54,0.5,1.20754717,358.6415094,5.5
3939,AUDUSD,1,0.0002,64,54,530,53,53,0.5,1.185185185,314.0740741,5
3940,AUDUSD,1,0.0002,64,55,-248,3,8,0.27,1.163636364,0,-22.87
3941,AUDUSD,1,0.0002,64,56,-208,2,6,0.25,1.142857143,0,-26
3942,AUDUSD,1,0.0002,64,57,-214,2,6,0.25,1.122807018,0,-26.75
3943,AUDUSD,1,0.0002,64,58,-220,2,6,0.25,1.103448276,0,-27.5
3944,AUDUSD,1,0.0002,64,59,-226,2,6,0.25,1.084745763,0,-28.25
3945,AUDUSD,1,0.0002,64,60,-232,2,6,0.25,1.066666667,0,-29
3946,AUDUSD,1,0.0002,64,61,-238,2,6,0.25,1.049180328,0,-29.75
3947,AUDUSD,1,0.0002,64,62,-244,2,6,0.25,1.032258065,0,-30.5
3948,AUDUSD,1,0.0002,64,63,-250,2,6,0.25,1.015873016,0,-31.25
3949,AUDUSD,1,0.0002,64,64,-256,2,6,0.25,1,0,-32
3950,AUDUSD,1,0.0002,65,11,-206,8,66,0.11,5.909090909,0,-2.64
3951,AUDUSD,1,0.0002,65,12,-208,16,104,0.13,5.416666667,0,-1.99
3952,AUDUSD,1,0.0002,65,13,-208,12,76,0.14,5,0,-2.08
3953,AUDUSD,1,0.0002,65,14,-210,14,80,0.15,4.642857143,0,-2.15
3954,AUDUSD,1,0.0002,65,15,-210,15,79,0.16,4.333333333,0,-2.2
3955,AUDUSD,1,0.0002,65,16,-208,32,143,0.18,4.0625,0,-1.42
3956,AUDUSD,1,0.0002,65,17,-211,59,238,0.2,3.823529412,0,-0.6
3957,AUDUSD,1,0.0002,65,18,-218,62,236,0.21,3.611111111,0,-0.57
3958,AUDUSD,1,0.0002,65,19,-204,60,216,0.22,3.421052632,0,-0.52
3959,AUDUSD,1,0.0002,65,20,-210,38,134,0.22,3.25,0,-1.3
3960,AUDUSD,1,0.0002,65,21,-204,24,84,0.22,3.095238095,0,-2.08
3961,AUDUSD,1,0.0002,65,22,-208,10,39,0.2,2.954545455,0,-4.6
3962,AUDUSD,1,0.0002,65,23,-201,10,37,0.21,2.826086957,0,-4.52
3963,AUDUSD,1,0.0002,65,24,351,63,156,0.29,2.708333333,275.68125,1.81
3964,AUDUSD,1,0.0002,65,25,-220,32,92,0.26,2.6,0,-1.6
3965,AUDUSD,1,0.0002,65,26,-208,22,63,0.26,2.5,0,-2.34
3966,AUDUSD,1,0.0002,65,27,379,59,128,0.32,2.407407407,291.9703704,2.44
3967,AUDUSD,1,0.0002,65,28,-220,16,45,0.26,2.321428571,0,-3.82
3968,AUDUSD,1,0.0002,65,29,499,63,124,0.34,2.24137931,380.2724138,2.96
3969,AUDUSD,1,0.0002,65,30,0,60,130,0.32,2.166666667,0,0.4
3970,AUDUSD,1,0.0002,65,31,189,63,126,0.33,2.096774194,130.7758065,0.68
3971,AUDUSD,1,0.0002,65,32,-219,37,82,0.31,2.03125,0,-1.93
3972,AUDUSD,1,0.0002,65,33,-201,3,12,0.2,1.96969697,0,-13.4
3973,AUDUSD,1,0.0002,65,34,-213,3,12,0.2,1.911764706,0,-14.2
3974,AUDUSD,1,0.0002,65,35,-225,3,12,0.2,1.857142857,0,-15
3975,AUDUSD,1,0.0002,65,36,-236,8,21,0.28,1.805555556,0,-7.72
3976,AUDUSD,1,0.0002,65,37,-220,8,20,0.29,1.756756757,0,-7.42
3977,AUDUSD,1,0.0002,65,38,-218,6,16,0.27,1.710526316,0,-10.19
3978,AUDUSD,1,0.0002,65,39,-208,7,17,0.29,1.666666667,0,-8.84
3979,AUDUSD,1,0.0002,65,40,-225,7,17,0.29,1.625,0,-9.55
3980,AUDUSD,1,0.0002,65,41,842,59,73,0.45,1.585365854,600.695122,6.7
3981,AUDUSD,1,0.0002,65,42,1044,60,68,0.47,1.547619048,759.3857143,8.29
3982,AUDUSD,1,0.0002,65,43,803,58,69,0.46,1.511627907,558.3651163,6.68
3983,AUDUSD,1,0.0002,65,44,692,56,67,0.46,1.477272727,470.2454545,6.14
3984,AUDUSD,1,0.0002,65,45,540,54,66,0.45,1.444444444,351,4.5
3985,AUDUSD,1,0.0002,65,46,585,55,65,0.46,1.413043478,380.25,5.06
3986,AUDUSD,1,0.0002,65,47,307,51,64,0.44,1.382978723,186.812766,2.28
3987,AUDUSD,1,0.0002,65,48,1051,59,58,0.5,1.354166667,711.6145833,8.5
3988,AUDUSD,1,0.0002,65,49,603,53,58,0.48,1.326530612,383.9510204,5.72
3989,AUDUSD,1,0.0002,65,50,330,52,61,0.46,1.3,197.34,2.9
3990,AUDUSD,1,0.0002,65,51,589,53,56,0.49,1.274509804,367.8362745,5.84
3991,AUDUSD,1,0.0002,65,52,1040,56,50,0.53,1.25,689,10.01
3992,AUDUSD,1,0.0002,65,53,872,55,51,0.52,1.226415094,556.1056604,8.36
3993,AUDUSD,1,0.0002,65,54,810,54,50,0.52,1.203703704,507,7.88
3994,AUDUSD,1,0.0002,65,55,-245,3,8,0.27,1.181818182,0,-22.6
3995,AUDUSD,1,0.0002,65,56,-206,2,6,0.25,1.160714286,0,-25.75
3996,AUDUSD,1,0.0002,65,57,-212,2,6,0.25,1.140350877,0,-26.5
3997,AUDUSD,1,0.0002,65,58,-218,2,6,0.25,1.120689655,0,-27.25
3998,AUDUSD,1,0.0002,65,59,-224,2,6,0.25,1.101694915,0,-28
3999,AUDUSD,1,0.0002,65,60,-230,2,6,0.25,1.083333333,0,-28.75
4000,AUDUSD,1,0.0002,65,61,-236,2,6,0.25,1.06557377,0,-29.5
4001,AUDUSD,1,0.0002,65,62,-242,2,6,0.25,1.048387097,0,-30.25
4002,AUDUSD,1,0.0002,65,63,-248,2,6,0.25,1.031746032,0,-31
4003,AUDUSD,1,0.0002,65,64,-254,2,6,0.25,1.015625,0,-31.75
4004,AUDUSD,1,0.0002,65,65,-260,2,6,0.25,1,0,-32.5
4005,AUDUSD,1,0.0002,66,11,-209,11,85,0.11,6,0,-2.53
4006,AUDUSD,1,0.0002,66,12,-210,15,100,0.13,5.5,0,-1.86
4007,AUDUSD,1,0.0002,66,13,-208,13,82,0.14,5.076923077,0,-1.94
4008,AUDUSD,1,0.0002,66,14,-206,13,76,0.15,4.714285714,0,-2
4009,AUDUSD,1,0.0002,66,15,-204,11,62,0.15,4.4,0,-2.85
4010,AUDUSD,1,0.0002,66,16,-208,16,79,0.17,4.125,0,-2.06
4011,AUDUSD,1,0.0002,66,17,-209,11,55,0.17,3.882352941,0,-2.89
4012,AUDUSD,1,0.0002,66,18,-210,8,41,0.16,3.666666667,0,-4.56
4013,AUDUSD,1,0.0002,66,19,-217,16,67,0.19,3.473684211,0,-2.85
4014,AUDUSD,1,0.0002,66,20,-208,62,215,0.22,3.3,0,-1.08
4015,AUDUSD,1,0.0002,66,21,-201,24,85,0.22,3.142857143,0,-1.86
4016,AUDUSD,1,0.0002,66,22,-220,11,43,0.2,3,0,-4.4
4017,AUDUSD,1,0.0002,66,23,-217,11,41,0.21,2.869565217,0,-4.31
4018,AUDUSD,1,0.0002,66,24,264,60,154,0.28,2.75,203.28,1.2
4019,AUDUSD,1,0.0002,66,25,-206,34,98,0.26,2.64,0,-1.34
4020,AUDUSD,1,0.0002,66,26,-218,42,115,0.27,2.538461538,0,-1.16
4021,AUDUSD,1,0.0002,66,27,318,58,130,0.31,2.444444444,240.9733333,1.83
4022,AUDUSD,1,0.0002,66,28,-204,16,45,0.26,2.357142857,0,-3.56
4023,AUDUSD,1,0.0002,66,29,-228,15,42,0.26,2.275862069,0,-4.3
4024,AUDUSD,1,0.0002,66,30,-204,16,42,0.28,2.2,0,-3.12
4025,AUDUSD,1,0.0002,66,31,-205,3,13,0.19,2.129032258,0,-12.57
4026,AUDUSD,1,0.0002,66,32,-218,3,13,0.19,2.0625,0,-13.38
4027,AUDUSD,1,0.0002,66,33,-231,40,87,0.31,2,0,-2.31
4028,AUDUSD,1,0.0002,66,34,-18,60,117,0.34,1.941176471,-11.88,0
4029,AUDUSD,1,0.0002,66,35,-84,56,108,0.34,1.885714286,-53.856,-0.66
4030,AUDUSD,1,0.0002,66,36,126,57,101,0.36,1.833333333,83.16,0.72
4031,AUDUSD,1,0.0002,66,37,78,55,96,0.36,1.783783784,50.08864865,0.08
4032,AUDUSD,1,0.0002,66,38,588,59,87,0.4,1.736842105,408.5052632,3.6
4033,AUDUSD,1,0.0002,66,39,579,59,85,0.41,1.692307692,401.7369231,4.05
4034,AUDUSD,1,0.0002,66,40,96,56,90,0.38,1.65,60.192,0.28
4035,AUDUSD,1,0.0002,66,41,252,56,84,0.4,1.609756098,162.2634146,1.8
4036,AUDUSD,1,0.0002,66,42,444,57,79,0.42,1.571428571,293.04,3.36
4037,AUDUSD,1,0.0002,66,43,-227,35,59,0.37,1.534883721,0,-2.67
4038,AUDUSD,1,0.0002,66,44,-242,19,34,0.36,1.5,0,-4.4
4039,AUDUSD,1,0.0002,66,45,-228,32,52,0.38,1.466666667,0,-2.82
4040,AUDUSD,1,0.0002,66,46,640,55,65,0.46,1.434782609,422.4,5.52
4041,AUDUSD,1,0.0002,66,47,292,50,64,0.44,1.404255319,180.4187234,2.72
4042,AUDUSD,1,0.0002,66,48,-216,4,10,0.29,1.375,0,-14.94
4043,AUDUSD,1,0.0002,66,49,-243,3,9,0.25,1.346938776,0,-20.25
4044,AUDUSD,1,0.0002,66,50,-202,3,8,0.27,1.32,0,-18.68
4045,AUDUSD,1,0.0002,66,51,-210,3,8,0.27,1.294117647,0,-19.41
4046,AUDUSD,1,0.0002,66,52,964,54,50,0.52,1.269230769,636.24,9.36
4047,AUDUSD,1,0.0002,66,53,-226,3,8,0.27,1.245283019,0,-20.87
4048,AUDUSD,1,0.0002,66,54,-234,3,8,0.27,1.222222222,0,-21.6
4049,AUDUSD,1,0.0002,66,55,-242,3,8,0.27,1.2,0,-22.33
4050,AUDUSD,1,0.0002,66,56,-204,2,6,0.25,1.178571429,0,-25.5
4051,AUDUSD,1,0.0002,66,57,-210,2,6,0.25,1.157894737,0,-26.25
4052,AUDUSD,1,0.0002,66,58,-216,2,6,0.25,1.137931034,0,-27
4053,AUDUSD,1,0.0002,66,59,-222,2,6,0.25,1.118644068,0,-27.75
4054,AUDUSD,1,0.0002,66,60,-228,2,6,0.25,1.1,0,-28.5
4055,AUDUSD,1,0.0002,66,61,-234,2,6,0.25,1.081967213,0,-29.25
4056,AUDUSD,1,0.0002,66,62,-240,2,6,0.25,1.064516129,0,-30
4057,AUDUSD,1,0.0002,66,63,-228,8,12,0.4,1.047619048,0,-11.4
4058,AUDUSD,1,0.0002,66,64,-240,8,12,0.4,1.03125,0,-12
4059,AUDUSD,1,0.0002,66,65,-252,8,12,0.4,1.015384615,0,-12.6
4060,AUDUSD,1,0.0002,66,66,-264,7,11,0.39,1,0,-14.52
4061,AUDUSD,1,0.0002,67,11,-209,11,86,0.11,6.090909091,0,-2.42
4062,AUDUSD,1,0.0002,67,12,-212,16,107,0.13,5.583333333,0,-1.73
4063,AUDUSD,1,0.0002,67,13,-208,13,83,0.14,5.153846154,0,-1.8
4064,AUDUSD,1,0.0002,67,14,-207,13,77,0.14,4.785714286,0,-2.66
4065,AUDUSD,1,0.0002,67,15,-202,14,76,0.16,4.466666667,0,-1.88
4066,AUDUSD,1,0.0002,67,16,-205,17,84,0.17,4.1875,0,-1.89
4067,AUDUSD,1,0.0002,67,17,-215,11,56,0.16,3.941176471,0,-3.56
4068,AUDUSD,1,0.0002,67,18,-202,8,41,0.16,3.722222222,0,-4.4
4069,AUDUSD,1,0.0002,67,19,-201,16,67,0.19,3.526315789,0,-2.66
4070,AUDUSD,1,0.0002,67,20,-6,62,208,0.23,3.35,-4.623,0.01
4071,AUDUSD,1,0.0002,67,21,-213,57,192,0.23,3.19047619,0,-0.76
4072,AUDUSD,1,0.0002,67,22,-209,11,43,0.2,3.045454545,0,-4.2
4073,AUDUSD,1,0.0002,67,23,-206,11,41,0.21,2.913043478,0,-4.1
4074,AUDUSD,1,0.0002,67,24,314,62,160,0.28,2.791666667,245.4433333,1.48
4075,AUDUSD,1,0.0002,67,25,-219,43,124,0.26,2.68,0,-1.08
4076,AUDUSD,1,0.0002,67,26,-92,58,153,0.27,2.576923077,-64.01076923,-0.89
4077,AUDUSD,1,0.0002,67,27,376,58,130,0.31,2.481481481,289.2414815,2.14
4078,AUDUSD,1,0.0002,67,28,201,59,134,0.31,2.392857143,149.0989286,1.45
4079,AUDUSD,1,0.0002,67,29,-223,30,77,0.28,2.310344828,0,-2.12
4080,AUDUSD,1,0.0002,67,30,-218,16,43,0.27,2.233333333,0,-3.81
4081,AUDUSD,1,0.0002,67,31,-202,3,13,0.19,2.161290323,0,-12.38
4082,AUDUSD,1,0.0002,67,32,-215,3,13,0.19,2.09375,0,-13.19
4083,AUDUSD,1,0.0002,67,33,-223,41,90,0.31,2.03030303,0,-2
4084,AUDUSD,1,0.0002,67,34,-192,56,116,0.33,1.970588235,-124.8564706,-0.67
4085,AUDUSD,1,0.0002,67,35,-228,41,85,0.33,1.914285714,0,-1.34
4086,AUDUSD,1,0.0002,67,36,-198,54,106,0.34,1.861111111,-125.29,-0.98
4087,AUDUSD,1,0.0002,67,37,29,54,97,0.36,1.810810811,18.90486486,0.44
4088,AUDUSD,1,0.0002,67,38,17,53,93,0.36,1.763157895,10.79052632,-0.2
4089,AUDUSD,1,0.0002,67,39,264,54,86,0.39,1.717948718,176.88,2.34
4090,AUDUSD,1,0.0002,67,40,-211,7,17,0.29,1.675,0,-8.97
4091,AUDUSD,1,0.0002,67,41,312,53,79,0.4,1.634146341,203.9414634,2.2
4092,AUDUSD,1,0.0002,67,42,602,56,75,0.43,1.595238095,412.9433333,4.87
4093,AUDUSD,1,0.0002,67,43,154,53,79,0.4,1.558139535,95.98139535,1
4094,AUDUSD,1,0.0002,67,44,-223,19,34,0.36,1.522727273,0,-4.04
4095,AUDUSD,1,0.0002,67,45,43,49,72,0.4,1.488888889,25.60888889,-0.2
4096,AUDUSD,1,0.0002,67,46,-206,34,54,0.39,1.456521739,0,-1.93
4097,AUDUSD,1,0.0002,67,47,228,49,65,0.43,1.425531915,139.7591489,2.02
4098,AUDUSD,1,0.0002,67,48,-212,4,10,0.29,1.395833333,0,-14.65
4099,AUDUSD,1,0.0002,67,49,-240,3,9,0.25,1.367346939,0,-20
4100,AUDUSD,1,0.0002,67,50,-249,3,9,0.25,1.34,0,-20.75
4101,AUDUSD,1,0.0002,67,51,-207,3,8,0.27,1.31372549,0,-19.14
4102,AUDUSD,1,0.0002,67,52,743,53,54,0.5,1.288461538,478.6634615,7.5
4103,AUDUSD,1,0.0002,67,53,-223,3,8,0.27,1.264150943,0,-20.6
4104,AUDUSD,1,0.0002,67,54,-231,3,8,0.27,1.240740741,0,-21.33
4105,AUDUSD,1,0.0002,67,55,-239,3,8,0.27,1.218181818,0,-22.06
4106,AUDUSD,1,0.0002,67,56,-202,2,6,0.25,1.196428571,0,-25.25
4107,AUDUSD,1,0.0002,67,57,-208,2,6,0.25,1.175438596,0,-26
4108,AUDUSD,1,0.0002,67,58,-214,2,6,0.25,1.155172414,0,-26.75
