,Pair,RV,AR,TP,SL,Total Pips,Win Trade,Lose Trade,Win Rate,R/R,Score
34,AUDUSD,30,0.0001,19,19,-209,60,71,0.46,1,0
35,AUDUSD,30,0.0001,20,11,-202,57,122,0.32,1.818181818,0
36,AUDUSD,30,0.0001,20,12,68,130,211,0.38,1.666666667,43.06666667
37,AUDUSD,30,0.0001,20,13,-213,68,121,0.36,1.538461538,0
38,AUDUSD,30,0.0001,20,14,-208,12,32,0.27,1.428571429,0
39,AUDUSD,30,0.0001,20,15,-215,71,109,0.39,1.333333333,0
40,AUDUSD,30,0.0001,20,16,-208,64,93,0.41,1.25,0
41,AUDUSD,30,0.0001,20,17,-203,74,99,0.43,1.176470588,0
42,AUDUSD,30,0.0001,20,18,-210,75,95,0.44,1.111111111,0
43,AUDUSD,30,0.0001,20,19,-209,57,71,0.45,1.052631579,0
44,AUDUSD,30,0.0001,20,20,-220,9,20,0.31,1,0
45,AUDUSD,30,0.0001,21,11,-208,54,122,0.31,1.909090909,0
46,AUDUSD,30,0.0001,21,12,-201,63,127,0.33,1.75,0
47,AUDUSD,30,0.0001,21,13,-207,57,108,0.35,1.615384615,0
48,AUDUSD,30,0.0001,21,14,-203,11,31,0.26,1.5,0
49,AUDUSD,30,0.0001,21,15,-207,63,102,0.38,1.4,0
50,AUDUSD,30,0.0001,21,16,-215,53,83,0.39,1.3125,0
51,AUDUSD,30,0.0001,21,17,-212,66,94,0.41,1.235294118,0
52,AUDUSD,30,0.0001,21,18,-216,66,89,0.43,1.166666667,0
53,AUDUSD,30,0.0001,21,19,-206,49,65,0.43,1.105263158,0
54,AUDUSD,30,0.0001,21,20,-207,13,24,0.35,1.05,0
55,AUDUSD,30,0.0001,21,21,-210,13,23,0.36,1,0
56,AUDUSD,30,0.0001,22,11,-209,48,115,0.29,2,0
57,AUDUSD,30,0.0001,22,12,-208,56,120,0.32,1.833333333,0
58,AUDUSD,30,0.0001,22,13,-204,51,102,0.33,1.692307692,0
59,AUDUSD,30,0.0001,22,14,-214,10,31,0.24,1.571428571,0
60,AUDUSD,30,0.0001,22,15,-201,57,97,0.37,1.466666667,0
61,AUDUSD,30,0.0001,22,16,-216,44,74,0.37,1.375,0
62,AUDUSD,30,0.0001,22,17,-217,62,93,0.4,1.294117647,0
63,AUDUSD,30,0.0001,22,18,-210,60,85,0.41,1.222222222,0
64,AUDUSD,30,0.0001,22,19,-208,13,26,0.33,1.157894737,0
65,AUDUSD,30,0.0001,22,20,-202,9,20,0.31,1.1,0
66,AUDUSD,30,0.0001,22,21,-201,9,19,0.32,1.047619048,0
67,AUDUSD,30,0.0001,22,22,-220,9,19,0.32,1,0
68,AUDUSD,30,0.0001,23,11,-204,49,121,0.29,2.090909091,0
69,AUDUSD,30,0.0001,23,12,-201,57,126,0.31,1.916666667,0
70,AUDUSD,30,0.0001,23,13,-208,52,108,0.33,1.769230769,0
71,AUDUSD,30,0.0001,23,14,-204,10,31,0.24,1.642857143,0
72,AUDUSD,30,0.0001,23,15,-203,59,104,0.36,1.533333333,0
73,AUDUSD,30,0.0001,23,16,-216,8,25,0.24,1.4375,0
74,AUDUSD,30,0.0001,23,17,-201,60,93,0.39,1.352941176,0
75,AUDUSD,30,0.0001,23,18,-202,64,93,0.41,1.277777778,0
76,AUDUSD,30,0.0001,23,19,-219,45,66,0.41,1.210526316,0
77,AUDUSD,30,0.0001,23,20,-204,12,24,0.33,1.15,0
78,AUDUSD,30,0.0001,23,21,-207,12,23,0.34,1.095238095,0
79,AUDUSD,30,0.0001,23,22,-211,9,19,0.32,1.045454545,0
80,AUDUSD,30,0.0001,23,23,-207,9,18,0.33,1,0
81,AUDUSD,30,0.0001,24,11,-202,53,134,0.28,2.181818182,0
82,AUDUSD,30,0.0001,24,12,-204,53,123,0.3,2,0
83,AUDUSD,30,0.0001,24,13,-202,49,106,0.32,1.846153846,0
84,AUDUSD,30,0.0001,24,14,-204,51,102,0.33,1.714285714,0
85,AUDUSD,30,0.0001,24,15,-210,55,102,0.35,1.6,0
86,AUDUSD,30,0.0001,24,16,-208,8,25,0.24,1.5,0
87,AUDUSD,30,0.0001,24,17,-213,57,93,0.38,1.411764706,0
88,AUDUSD,30,0.0001,24,18,-210,61,93,0.4,1.333333333,0
89,AUDUSD,30,0.0001,24,19,-207,46,69,0.4,1.263157895,0
90,AUDUSD,30,0.0001,24,20,-208,13,26,0.33,1.2,0
91,AUDUSD,30,0.0001,24,21,-213,13,25,0.34,1.142857143,0
92,AUDUSD,30,0.0001,24,22,-202,9,19,0.32,1.090909091,0
93,AUDUSD,30,0.0001,24,23,-221,9,19,0.32,1.043478261,0
94,AUDUSD,30,0.0001,24,24,-216,7,16,0.3,1,0
95,AUDUSD,30,0.0001,25,11,-210,51,135,0.27,2.272727273,0
96,AUDUSD,30,0.0001,25,12,-201,51,123,0.29,2.083333333,0
97,AUDUSD,30,0.0001,25,13,-203,47,106,0.31,1.923076923,0
98,AUDUSD,30,0.0001,25,14,-212,52,108,0.33,1.785714286,0
99,AUDUSD,30,0.0001,25,15,-210,54,104,0.34,1.666666667,0
100,AUDUSD,30,0.0001,25,16,-202,54,97,0.36,1.5625,0
101,AUDUSD,30,0.0001,25,17,-207,57,96,0.37,1.470588235,0
102,AUDUSD,30,0.0001,25,18,-214,62,98,0.39,1.388888889,0
103,AUDUSD,30,0.0001,25,19,-205,45,70,0.39,1.315789474,0
104,AUDUSD,30,0.0001,25,20,-215,53,77,0.41,1.25,0
105,AUDUSD,30,0.0001,25,21,103,115,132,0.47,1.19047619,57.63095238
106,AUDUSD,30,0.0001,25,22,-206,12,23,0.34,1.136363636,0
107,AUDUSD,30,0.0001,25,23,-212,9,19,0.32,1.086956522,0
108,AUDUSD,30,0.0001,25,24,-209,7,16,0.3,1.041666667,0
109,AUDUSD,30,0.0001,25,25,-225,7,16,0.3,1,0
110,AUDUSD,30,0.0001,26,11,-204,48,132,0.27,2.363636364,0
111,AUDUSD,30,0.0001,26,12,-206,47,119,0.28,2.166666667,0
112,AUDUSD,30,0.0001,26,13,-208,42,100,0.3,2,0
113,AUDUSD,30,0.0001,26,14,-206,47,102,0.32,1.857142857,0
114,AUDUSD,30,0.0001,26,15,-215,50,101,0.33,1.733333333,0
115,AUDUSD,30,0.0001,26,16,-212,14,36,0.28,1.625,0
116,AUDUSD,30,0.0001,26,17,-204,51,90,0.36,1.529411765,0
117,AUDUSD,30,0.0001,26,18,-212,50,84,0.37,1.444444444,0
118,AUDUSD,30,0.0001,26,19,-211,16,33,0.33,1.368421053,0
119,AUDUSD,30,0.0001,26,20,-202,13,27,0.33,1.3,0
120,AUDUSD,30,0.0001,26,21,-208,13,26,0.33,1.238095238,0
121,AUDUSD,30,0.0001,26,22,-212,13,25,0.34,1.181818182,0
122,AUDUSD,30,0.0001,26,23,-203,9,19,0.32,1.130434783,0
123,AUDUSD,30,0.0001,26,24,-202,7,16,0.3,1.083333333,0
124,AUDUSD,30,0.0001,26,25,-218,7,16,0.3,1.04,0
125,AUDUSD,30,0.0001,26,26,-208,6,14,0.3,1,0
126,AUDUSD,30,0.0001,27,11,-210,57,159,0.26,2.454545455,0
127,AUDUSD,30,0.0001,27,12,-210,46,121,0.28,2.25,0
128,AUDUSD,30,0.0001,27,13,-203,44,107,0.29,2.076923077,0
129,AUDUSD,30,0.0001,27,14,-201,47,105,0.31,1.928571429,0
130,AUDUSD,30,0.0001,27,15,-207,49,102,0.32,1.8,0
131,AUDUSD,30,0.0001,27,16,-203,15,38,0.28,1.6875,0
132,AUDUSD,30,0.0001,27,17,-211,52,95,0.35,1.588235294,0
133,AUDUSD,30,0.0001,27,18,-207,49,85,0.37,1.5,0
134,AUDUSD,30,0.0001,27,19,-212,40,68,0.37,1.421052632,0
135,AUDUSD,30,0.0001,27,20,-215,15,31,0.33,1.35,0
136,AUDUSD,30,0.0001,27,21,-204,15,29,0.34,1.285714286,0
137,AUDUSD,30,0.0001,27,22,-221,13,26,0.33,1.227272727,0
138,AUDUSD,30,0.0001,27,23,-212,16,28,0.36,1.173913043,0
139,AUDUSD,30,0.0001,27,24,-219,7,17,0.29,1.125,0
140,AUDUSD,30,0.0001,27,25,-211,7,16,0.3,1.08,0
141,AUDUSD,30,0.0001,27,26,-202,6,14,0.3,1.038461538,0
142,AUDUSD,30,0.0001,27,27,-216,6,14,0.3,1,0
143,AUDUSD,30,0.0001,28,11,-209,44,131,0.25,2.545454545,0
144,AUDUSD,30,0.0001,28,12,-212,43,118,0.27,2.333333333,0
145,AUDUSD,30,0.0001,28,13,-205,8,33,0.2,2.153846154,0
146,AUDUSD,30,0.0001,28,14,-210,6,27,0.18,2,0
147,AUDUSD,30,0.0001,28,15,-207,6,25,0.19,1.866666667,0
148,AUDUSD,30,0.0001,28,16,-216,6,24,0.2,1.75,0
149,AUDUSD,30,0.0001,28,17,-202,11,30,0.27,1.647058824,0
150,AUDUSD,30,0.0001,28,18,-212,13,32,0.29,1.555555556,0
151,AUDUSD,30,0.0001,28,19,-203,7,21,0.25,1.473684211,0
152,AUDUSD,30,0.0001,28,20,-204,7,20,0.26,1.4,0
153,AUDUSD,30,0.0001,28,21,-203,7,19,0.27,1.333333333,0
154,AUDUSD,30,0.0001,28,22,-222,7,19,0.27,1.272727273,0
155,AUDUSD,30,0.0001,28,23,-218,7,18,0.28,1.217391304,0
156,AUDUSD,30,0.0001,28,24,-212,7,17,0.29,1.166666667,0
157,AUDUSD,30,0.0001,28,25,-204,7,16,0.3,1.12,0
158,AUDUSD,30,0.0001,28,26,-220,7,16,0.3,1.076923077,0
159,AUDUSD,30,0.0001,28,27,-210,6,14,0.3,1.037037037,0
160,AUDUSD,30,0.0001,28,28,-224,4,12,0.25,1,0
161,AUDUSD,30,0.0001,29,11,60,84,216,0.28,2.636363636,44.29090909
162,AUDUSD,30,0.0001,29,12,-205,43,121,0.26,2.416666667,0
163,AUDUSD,30,0.0001,29,13,-207,9,36,0.2,2.230769231,0
164,AUDUSD,30,0.0001,29,14,-204,6,27,0.18,2.071428571,0
165,AUDUSD,30,0.0001,29,15,-201,6,25,0.19,1.933333333,0
166,AUDUSD,30,0.0001,29,16,-210,6,24,0.2,1.8125,0
167,AUDUSD,30,0.0001,29,17,-201,13,34,0.28,1.705882353,0
168,AUDUSD,30,0.0001,29,18,-206,14,34,0.29,1.611111111,0
169,AUDUSD,30,0.0001,29,19,-213,11,28,0.28,1.526315789,0
170,AUDUSD,30,0.0001,29,20,-217,7,21,0.25,1.45,0
171,AUDUSD,30,0.0001,29,21,-217,7,20,0.26,1.380952381,0
172,AUDUSD,30,0.0001,29,22,-215,7,19,0.27,1.318181818,0
173,AUDUSD,30,0.0001,29,23,-211,7,18,0.28,1.260869565,0
174,AUDUSD,30,0.0001,29,24,-205,7,17,0.29,1.208333333,0
175,AUDUSD,30,0.0001,29,25,-222,7,17,0.29,1.16,0
176,AUDUSD,30,0.0001,29,26,-213,7,16,0.3,1.115384615,0
177,AUDUSD,30,0.0001,29,27,-204,6,14,0.3,1.074074074,0
178,AUDUSD,30,0.0001,29,28,-220,4,12,0.25,1.035714286,0
179,AUDUSD,30,0.0001,29,29,-203,2,9,0.18,1,0
180,AUDUSD,30,0.0001,30,11,-211,41,131,0.24,2.727272727,0
181,AUDUSD,30,0.0001,30,12,-210,9,40,0.18,2.5,0
182,AUDUSD,30,0.0001,30,13,-211,9,37,0.2,2.307692308,0
183,AUDUSD,30,0.0001,30,14,-208,8,32,0.2,2.142857143,0
184,AUDUSD,30,0.0001,30,15,-210,6,26,0.19,2,0
185,AUDUSD,30,0.0001,30,16,-204,6,24,0.2,1.875,0
186,AUDUSD,30,0.0001,30,17,-214,11,32,0.26,1.764705882,0
187,AUDUSD,30,0.0001,30,18,-210,11,30,0.27,1.666666667,0
188,AUDUSD,30,0.0001,30,19,-202,11,28,0.28,1.578947368,0
189,AUDUSD,30,0.0001,30,20,-210,7,21,0.25,1.5,0
190,AUDUSD,30,0.0001,30,21,-210,7,20,0.26,1.428571429,0
191,AUDUSD,30,0.0001,30,22,-208,7,19,0.27,1.363636364,0
192,AUDUSD,30,0.0001,30,23,-204,7,18,0.28,1.304347826,0
193,AUDUSD,30,0.0001,30,24,-222,7,18,0.28,1.25,0
194,AUDUSD,30,0.0001,30,25,-215,7,17,0.29,1.2,0
195,AUDUSD,30,0.0001,30,26,-206,7,16,0.3,1.153846154,0
196,AUDUSD,30,0.0001,30,27,-222,7,16,0.3,1.111111111,0
197,AUDUSD,30,0.0001,30,28,-216,4,12,0.25,1.071428571,0
198,AUDUSD,30,0.0001,30,29,-201,2,9,0.18,1.034482759,0
199,AUDUSD,30,0.0001,30,30,-210,2,9,0.18,1,0
200,AUDUSD,30,0.0001,31,11,-201,40,131,0.23,2.818181818,0
201,AUDUSD,30,0.0001,31,12,-201,9,40,0.18,2.583333333,0
202,AUDUSD,30,0.0001,31,13,-202,9,37,0.2,2.384615385,0
203,AUDUSD,30,0.0001,31,14,-211,9,35,0.2,2.214285714,0
204,AUDUSD,30,0.0001,31,15,-204,6,26,0.19,2.066666667,0
205,AUDUSD,30,0.0001,31,16,-214,6,25,0.19,1.9375,0
206,AUDUSD,30,0.0001,31,17,-203,11,32,0.26,1.823529412,0
207,AUDUSD,30,0.0001,31,18,-217,11,31,0.26,1.722222222,0
208,AUDUSD,30,0.0001,31,19,-210,11,29,0.28,1.631578947,0
209,AUDUSD,30,0.0001,31,20,-203,7,21,0.25,1.55,0
210,AUDUSD,30,0.0001,31,21,-203,7,20,0.26,1.476190476,0
211,AUDUSD,30,0.0001,31,22,-201,7,19,0.27,1.409090909,0
212,AUDUSD,30,0.0001,31,23,-220,7,19,0.27,1.347826087,0
213,AUDUSD,30,0.0001,31,24,-215,7,18,0.28,1.291666667,0
214,AUDUSD,30,0.0001,31,25,-208,7,17,0.29,1.24,0
215,AUDUSD,30,0.0001,31,26,-225,7,17,0.29,1.192307692,0
216,AUDUSD,30,0.0001,31,27,-215,7,16,0.3,1.148148148,0
217,AUDUSD,30,0.0001,31,28,-212,4,12,0.25,1.107142857,0
218,AUDUSD,30,0.0001,31,29,-220,6,14,0.3,1.068965517,0
219,AUDUSD,30,0.0001,31,30,-208,2,9,0.18,1.033333333,0
220,AUDUSD,30,0.0001,31,31,-217,2,9,0.18,1,0
221,AUDUSD,30,0.0001,32,11,-204,39,132,0.23,2.909090909,0
222,AUDUSD,30,0.0001,32,12,-204,9,41,0.18,2.666666667,0
223,AUDUSD,30,0.0001,32,13,-206,9,38,0.19,2.461538462,0
224,AUDUSD,30,0.0001,32,14,-202,9,35,0.2,2.285714286,0
225,AUDUSD,30,0.0001,32,15,-205,10,35,0.22,2.133333333,0
226,AUDUSD,30,0.0001,32,16,-208,6,25,0.19,2,0
227,AUDUSD,30,0.0001,32,17,-209,11,33,0.25,1.882352941,0
228,AUDUSD,30,0.0001,32,18,-206,11,31,0.26,1.777777778,0
229,AUDUSD,30,0.0001,32,19,-218,11,30,0.27,1.684210526,0
230,AUDUSD,30,0.0001,32,20,-208,11,28,0.28,1.6,0
231,AUDUSD,30,0.0001,32,21,-215,11,27,0.29,1.523809524,0
232,AUDUSD,30,0.0001,32,22,-216,7,20,0.26,1.454545455,0
233,AUDUSD,30,0.0001,32,23,-213,7,19,0.27,1.391304348,0
234,AUDUSD,30,0.0001,32,24,-208,7,18,0.28,1.333333333,0
235,AUDUSD,30,0.0001,32,25,-201,7,17,0.29,1.28,0
236,AUDUSD,30,0.0001,32,26,-218,7,17,0.29,1.230769231,0
237,AUDUSD,30,0.0001,32,27,-208,7,16,0.3,1.185185185,0
238,AUDUSD,30,0.0001,32,28,-208,4,12,0.25,1.142857143,0
239,AUDUSD,30,0.0001,32,29,-214,6,14,0.3,1.103448276,0
240,AUDUSD,30,0.0001,32,30,-206,2,9,0.18,1.066666667,0
241,AUDUSD,30,0.0001,32,31,-215,2,9,0.18,1.032258065,0
242,AUDUSD,30,0.0001,32,32,-224,1,8,0.11,1,0
243,AUDUSD,30,0.0001,33,11,-209,37,130,0.22,3,0
244,AUDUSD,30,0.0001,33,12,-204,8,39,0.17,2.75,0
245,AUDUSD,30,0.0001,33,13,-204,8,36,0.18,2.538461538,0
246,AUDUSD,30,0.0001,33,14,-212,8,34,0.19,2.357142857,0
247,AUDUSD,30,0.0001,33,15,-213,9,34,0.21,2.2,0
248,AUDUSD,30,0.0001,33,16,-202,6,25,0.19,2.0625,0
249,AUDUSD,30,0.0001,33,17,-214,10,32,0.24,1.941176471,0
250,AUDUSD,30,0.0001,33,18,-210,10,30,0.25,1.833333333,0
251,AUDUSD,30,0.0001,33,19,-202,10,28,0.26,1.736842105,0
252,AUDUSD,30,0.0001,33,20,-210,10,27,0.27,1.65,0
253,AUDUSD,30,0.0001,33,21,-216,10,26,0.28,1.571428571,0
254,AUDUSD,30,0.0001,33,22,-209,7,20,0.26,1.5,0
255,AUDUSD,30,0.0001,33,23,-206,7,19,0.27,1.434782609,0
256,AUDUSD,30,0.0001,33,24,-201,7,18,0.28,1.375,0
257,AUDUSD,30,0.0001,33,25,-219,7,18,0.28,1.32,0
258,AUDUSD,30,0.0001,33,26,-211,7,17,0.29,1.269230769,0
259,AUDUSD,30,0.0001,33,27,-201,7,16,0.3,1.222222222,0
260,AUDUSD,30,0.0001,33,28,-204,4,12,0.25,1.178571429,0
261,AUDUSD,30,0.0001,33,29,-208,6,14,0.3,1.137931034,0
262,AUDUSD,30,0.0001,33,30,-204,2,9,0.18,1.1,0
263,AUDUSD,30,0.0001,33,31,-213,2,9,0.18,1.064516129,0
264,AUDUSD,30,0.0001,33,32,-223,1,8,0.11,1.03125,0
265,AUDUSD,30,0.0001,33,33,-231,5,12,0.29,1,0
266,AUDUSD,30,0.0001,34,11,-206,36,130,0.22,3.090909091,0
267,AUDUSD,30,0.0001,34,12,-208,8,40,0.17,2.833333333,0
268,AUDUSD,30,0.0001,34,13,-209,8,37,0.18,2.615384615,0
269,AUDUSD,30,0.0001,34,14,-204,8,34,0.19,2.428571429,0
270,AUDUSD,30,0.0001,34,15,-204,9,34,0.21,2.266666667,0
271,AUDUSD,30,0.0001,34,16,-206,9,32,0.22,2.125,0
272,AUDUSD,30,0.0001,34,17,-204,10,32,0.24,2,0
273,AUDUSD,30,0.0001,34,18,-218,10,31,0.24,1.888888889,0
274,AUDUSD,30,0.0001,34,19,-211,10,29,0.26,1.789473684,0
275,AUDUSD,30,0.0001,34,20,-220,10,28,0.26,1.7,0
276,AUDUSD,30,0.0001,34,21,-206,10,26,0.28,1.619047619,0
277,AUDUSD,30,0.0001,34,22,-210,10,25,0.29,1.545454545,0
278,AUDUSD,30,0.0001,34,23,-201,11,25,0.31,1.47826087,0
279,AUDUSD,30,0.0001,34,24,-202,11,24,0.31,1.416666667,0
280,AUDUSD,30,0.0001,34,25,-212,7,18,0.28,1.36,0
281,AUDUSD,30,0.0001,34,26,-204,7,17,0.29,1.307692308,0
282,AUDUSD,30,0.0001,34,27,-221,7,17,0.29,1.259259259,0
283,AUDUSD,30,0.0001,34,28,-222,5,14,0.26,1.214285714,0
284,AUDUSD,30,0.0001,34,29,-202,6,14,0.3,1.172413793,0
285,AUDUSD,30,0.0001,34,30,-202,2,9,0.18,1.133333333,0
286,AUDUSD,30,0.0001,34,31,-211,2,9,0.18,1.096774194,0
287,AUDUSD,30,0.0001,34,32,-222,1,8,0.11,1.0625,0
288,AUDUSD,30,0.0001,34,33,-226,5,12,0.29,1.03030303,0
289,AUDUSD,30,0.0001,34,34,-204,1,7,0.12,1,0
290,AUDUSD,30,0.0001,35,11,-205,35,130,0.21,3.181818182,0
291,AUDUSD,30,0.0001,35,12,-212,8,41,0.16,2.916666667,0
292,AUDUSD,30,0.0001,35,13,-201,8,37,0.18,2.692307692,0
293,AUDUSD,30,0.0001,35,14,-210,8,35,0.19,2.5,0
294,AUDUSD,30,0.0001,35,15,-210,9,35,0.2,2.333333333,0
295,AUDUSD,30,0.0001,35,16,-213,9,33,0.21,2.1875,0
296,AUDUSD,30,0.0001,35,17,-211,10,33,0.23,2.058823529,0
297,AUDUSD,30,0.0001,35,18,-208,10,31,0.24,1.944444444,0
298,AUDUSD,30,0.0001,35,19,-201,10,29,0.26,1.842105263,0
299,AUDUSD,30,0.0001,35,20,-210,10,28,0.26,1.75,0
300,AUDUSD,30,0.0001,35,21,-217,10,27,0.27,1.666666667,0
301,AUDUSD,30,0.0001,35,22,-222,10,26,0.28,1.590909091,0
302,AUDUSD,30,0.0001,35,23,-213,11,26,0.3,1.52173913,0
303,AUDUSD,30,0.0001,35,24,-215,11,25,0.31,1.458333333,0
304,AUDUSD,30,0.0001,35,25,-205,7,18,0.28,1.4,0
305,AUDUSD,30,0.0001,35,26,-223,7,18,0.28,1.346153846,0
306,AUDUSD,30,0.0001,35,27,-214,7,17,0.29,1.296296296,0
307,AUDUSD,30,0.0001,35,28,-217,5,14,0.26,1.25,0
308,AUDUSD,30,0.0001,35,29,-225,6,15,0.29,1.206896552,0
309,AUDUSD,30,0.0001,35,30,-210,6,14,0.3,1.166666667,0
310,AUDUSD,30,0.0001,35,31,-209,2,9,0.18,1.129032258,0
311,AUDUSD,30,0.0001,35,32,-221,1,8,0.11,1.09375,0
312,AUDUSD,30,0.0001,35,33,-221,5,12,0.29,1.060606061,0
313,AUDUSD,30,0.0001,35,34,-203,1,7,0.12,1.029411765,0
314,AUDUSD,30,0.0001,35,35,-210,1,7,0.12,1,0
315,AUDUSD,30,0.0001,36,11,-203,35,133,0.21,3.272727273,0
316,AUDUSD,30,0.0001,36,12,-204,8,41,0.16,3,0
317,AUDUSD,30,0.0001,36,13,-206,8,38,0.17,2.769230769,0
318,AUDUSD,30,0.0001,36,14,-202,8,35,0.19,2.571428571,0
319,AUDUSD,30,0.0001,36,15,-201,9,35,0.2,2.4,0
320,AUDUSD,30,0.0001,36,16,-204,9,33,0.21,2.25,0
321,AUDUSD,30,0.0001,36,17,-201,10,33,0.23,2.117647059,0
322,AUDUSD,30,0.0001,36,18,-216,10,32,0.24,2,0
323,AUDUSD,30,0.0001,36,19,-210,10,30,0.25,1.894736842,0
324,AUDUSD,30,0.0001,36,20,-220,10,29,0.26,1.8,0
325,AUDUSD,30,0.0001,36,21,-207,10,27,0.27,1.714285714,0
326,AUDUSD,30,0.0001,36,22,-212,10,26,0.28,1.636363636,0
327,AUDUSD,30,0.0001,36,23,-202,11,26,0.3,1.565217391,0
328,AUDUSD,30,0.0001,36,24,-204,11,25,0.31,1.5,0
329,AUDUSD,30,0.0001,36,25,-205,20,37,0.35,1.44,0
330,AUDUSD,30,0.0001,36,26,-216,7,18,0.28,1.384615385,0
331,AUDUSD,30,0.0001,36,27,-207,7,17,0.29,1.333333333,0
332,AUDUSD,30,0.0001,36,28,-212,5,14,0.26,1.285714286,0
333,AUDUSD,30,0.0001,36,29,-219,6,15,0.29,1.24137931,0
334,AUDUSD,30,0.0001,36,30,-204,6,14,0.3,1.2,0
335,AUDUSD,30,0.0001,36,31,-207,2,9,0.18,1.161290323,0
336,AUDUSD,30,0.0001,36,32,-220,1,8,0.11,1.125,0
337,AUDUSD,30,0.0001,36,33,-216,5,12,0.29,1.090909091,0
338,AUDUSD,30,0.0001,36,34,-202,1,7,0.12,1.058823529,0
339,AUDUSD,30,0.0001,36,35,-209,1,7,0.12,1.028571429,0
340,AUDUSD,30,0.0001,36,36,-216,5,11,0.31,1,0
341,AUDUSD,30,0.0001,37,11,-209,33,130,0.2,3.363636364,0
342,AUDUSD,30,0.0001,37,12,-208,8,42,0.16,3.083333333,0
343,AUDUSD,30,0.0001,37,13,-211,8,39,0.17,2.846153846,0
344,AUDUSD,30,0.0001,37,14,-208,8,36,0.18,2.642857143,0
345,AUDUSD,30,0.0001,37,15,-207,9,36,0.2,2.466666667,0
346,AUDUSD,30,0.0001,37,16,-211,9,34,0.21,2.3125,0
347,AUDUSD,30,0.0001,37,17,-208,10,34,0.23,2.176470588,0
348,AUDUSD,30,0.0001,37,18,-206,10,32,0.24,2.055555556,0
349,AUDUSD,30,0.0001,37,19,-219,10,31,0.24,1.947368421,0
350,AUDUSD,30,0.0001,37,20,-210,10,29,0.26,1.85,0
351,AUDUSD,30,0.0001,37,21,-218,10,28,0.26,1.761904762,0
352,AUDUSD,30,0.0001,37,22,-202,10,26,0.28,1.681818182,0
353,AUDUSD,30,0.0001,37,23,-214,11,27,0.29,1.608695652,0
354,AUDUSD,30,0.0001,37,24,-204,12,27,0.31,1.541666667,0
355,AUDUSD,30,0.0001,37,25,-222,19,37,0.34,1.48,0
356,AUDUSD,30,0.0001,37,26,-209,7,18,0.28,1.423076923,0
357,AUDUSD,30,0.0001,37,27,-227,7,18,0.28,1.37037037,0
358,AUDUSD,30,0.0001,37,28,-207,5,14,0.26,1.321428571,0
359,AUDUSD,30,0.0001,37,29,-213,6,15,0.29,1.275862069,0
360,AUDUSD,30,0.0001,37,30,-228,6,15,0.29,1.233333333,0
361,AUDUSD,30,0.0001,37,31,-205,2,9,0.18,1.193548387,0
